Aqsid Poc,Chart Name,DV Valid,DV Year,Latitude1,Longitude1,Pollutant and Averaging Time,Standards Unit,Validity Notes,Primary Standard,Secondary Standard,Max. DV
27-035-3204,Brainerd (3204),Yes,2019,46.39674,-94.1303,Fine particles: daily,ug/m3,,35,35,17
27-037-0020,FHR- Rosemount (0020),Yes,2012,44.76323,-93.03255,Sulfur dioxide: 1-hour,PPB,,75,,17
27-037-0020,FHR- Rosemount (0020),Yes,2009,44.76323,-93.03255,Sulfur dioxide: 3-hour,PPB,,,500,17
27-037-0470,Apple Valley (0470),Yes,2016,44.73846,-93.23725,Fine particles: daily,ug/m3,,35,35,17
27-037-0470,Apple Valley (0470),Yes,2017,44.73846,-93.23725,Fine particles: daily,ug/m3,,35,35,17
27-037-0470,Apple Valley (0470),Yes,2018,44.73846,-93.23725,Fine particles: daily,ug/m3,,35,35,17
27-037-0480,Lakeville (0480),Yes,2019,44.706123,-93.285803,Fine particles: daily,ug/m3,,35,35,17
27-053-2006,St. Louis Park (2006),Yes,2017,44.94805,-93.34315,Fine particles: daily,ug/m3,,35,35,17
27-075-0005,Boundary Waters (0005),Yes,2021,47.948622,-91.495574,Fine particles: daily,ug/m3,,35,35,17
27-083-4210,Marshall (4210),Yes,2016,44.4438,-95.81789,Fine particles: daily,ug/m3,,35,35,17
27-083-4210,Marshall (4210),Yes,2017,44.4438,-95.81789,Fine particles: daily,ug/m3,,35,35,17
27-109-5008,Rochester (5008),Yes,2017,43.996908,-92.450366,Fine particles: daily,ug/m3,,35,35,17
27-109-5008,Rochester (5008),Yes,2022,43.996908,-92.450366,PM2.5: daily background for modeling-  smoke/dust removed,ug/m3,,35,35,17
27-123-0864,Falcon Heights (0864),Yes,2000,44.99190958,-93.18327845,Nitrogen dioxide: annual,PPB,,53,53,17
27-123-0864,Falcon Heights (0864),Yes,2001,44.99190958,-93.18327845,Nitrogen dioxide: annual,PPB,,53,53,17
27-137-7001,Virginia (7001),Yes,2008,47.523355,-92.536305,Fine particles: daily,ug/m3,,35,35,17
27-137-7001,Virginia (7001),Yes,2010,47.523355,-92.536305,Fine particles: daily,ug/m3,,35,35,17
27-137-7001,Virginia (7001),Yes,2011,47.523355,-92.536305,Fine particles: daily,ug/m3,,35,35,17
27-137-7001,Virginia (7001),Yes,2014,47.523355,-92.536305,Fine particles: daily,ug/m3,,35,35,17
27-137-7550,Duluth (7550),Yes,2012,46.81826,-92.08936,Fine particles: daily,ug/m3,,35,35,17
27-137-7550,Duluth (7550),Yes,2019,46.81826,-92.08936,Fine particles: daily,ug/m3,,35,35,17
27-137-7554,Duluth (7554),Yes,2014,46.74365715,-92.16599754,Fine particles: daily,ug/m3,,35,35,17
27-137-7554,Duluth (7554),Yes,2015,46.74365715,-92.16599754,Fine particles: daily,ug/m3,,35,35,17
27-137-7554,Duluth (7554),Yes,2016,46.74365715,-92.16599754,Fine particles: daily,ug/m3,,35,35,17
27-137-7554,Duluth (7554),Yes,2018,46.74365715,-92.16599754,Fine particles: daily,ug/m3,,35,35,17
27-137-7554,Duluth (7554),Yes,2019,46.74365715,-92.16599754,Fine particles: daily,ug/m3,,35,35,17
27-137-7554,Duluth (7554),Yes,2022,46.74365715,-92.16599754,Fine particles: daily,ug/m3,,35,35,17
27-139-0505,Shakopee (0505),Yes,2016,44.791437,-93.512534,Fine particles: daily,ug/m3,,35,35,17
27-139-0505,Shakopee (0505),Yes,2022,44.791437,-93.512534,PM2.5: daily background for modeling-  smoke/dust removed,ug/m3,,35,35,17
27-145-3052,St. Cloud (3052),Yes,2016,45.549839,-94.13345,Fine particles: daily,ug/m3,,35,35,17
27-145-3052,St. Cloud (3052),Yes,2019,45.549839,-94.13345,Fine particles: daily,ug/m3,,35,35,17
27-145-3052,St. Cloud (3052),Yes,2020,45.549839,-94.13345,Fine particles: daily,ug/m3,,35,35,17
27-163-0436,St. Paul Park (0436),Yes,2010,44.84737,-92.9954,Sulfur dioxide: 1-hour,PPB,,75,,17
27-163-0436,St. Paul Park (0436),Yes,2022,44.8473,-92.9956,Sulfur dioxide: 3-hour,PPB,,,500,17
27-171-3201,St. Michael (3201),Yes,2017,45.20916,-93.66921,Fine particles: daily,ug/m3,,35,35,17
27-171-3201,St. Michael (3201),Yes,2018,45.20916,-93.66921,Fine particles: daily,ug/m3,,35,35,17
27-053-0954,Minneapolis (0954),Yes,2013,44.980995,-93.273719,Sulfur dioxide: 3-hour,PPB,,,500,17.3
27-109-5008,Rochester (5008),Yes,2021,43.996908,-92.450366,PM2.5: daily background for modeling-  smoke/dust removed,ug/m3,,35,35,17.4
27-053-0954,Minneapolis (0954),Yes,2018,44.980995,-93.273719,Carbon monoxide: 1-hour,PPM,Note: There was construction at the Hennepin Center for the Arts building from September to December of 2018 which caused high CO concentrations at the monitoring site.,35,,17.9
27-003-1002,Blaine (1002),Yes,2017,45.13767954,-93.20761498,Fine particles: daily,ug/m3,,35,35,18
27-003-1002,Blaine (1002),Yes,2022,45.13767954,-93.20761498,PM2.5: daily background for modeling-  smoke/dust removed,ug/m3,,35,35,18
27-021-0001,Leech Lake Nation: Chatfield (0001),Yes,2005,47.159942,-94.150987,Fine particles: daily,ug/m3,,35,35,18
27-021-0001,Leech Lake Nation: Chatfield (0001),Yes,2007,47.159942,-94.150987,Fine particles: daily,ug/m3,,35,35,18
27-037-0020,FHR- Rosemount (0020),Yes,2006,44.76323,-93.03255,Sulfur dioxide: 1-hour,PPB,,75,,18
27-037-0020,FHR- Rosemount (0020),Yes,2007,44.76323,-93.03255,Sulfur dioxide: 1-hour,PPB,,75,,18
27-037-0020,FHR- Rosemount (0020),Yes,2008,44.76323,-93.03255,Sulfur dioxide: 1-hour,PPB,,75,,18
27-037-0470,Apple Valley (0470),Yes,2022,44.73846,-93.23725,PM2.5: daily background for modeling-  smoke/dust removed,ug/m3,,35,35,18
27-037-0480,Lakeville (0480),Yes,2020,44.706123,-93.285803,Fine particles: daily,ug/m3,,35,35,18
27-037-0480,Lakeville (0480),Yes,2022,44.706123,-93.285803,PM2.5: daily background for modeling-  smoke/dust removed,ug/m3,,35,35,18
27-053-0962,Minneapolis (0962),Yes,2017,44.965242,-93.254759,Fine particles: daily,ug/m3,,35,35,18
27-053-0963,Minneapolis (0963),Yes,2016,44.95366,-93.25821,Fine particles: daily,ug/m3,,35,35,18
27-053-0963,Minneapolis (0963),Yes,2017,44.95366,-93.25821,Fine particles: daily,ug/m3,,35,35,18
27-053-2006,St. Louis Park (2006),Yes,2018,44.94805,-93.34315,Fine particles: daily,ug/m3,,35,35,18
27-109-5008,Rochester (5008),Yes,2016,43.996908,-92.450366,Fine particles: daily,ug/m3,,35,35,18
27-109-5008,Rochester (5008),Yes,2018,43.996908,-92.450366,Fine particles: daily,ug/m3,,35,35,18
27-137-7001,Virginia (7001),Yes,2005,47.523355,-92.536305,Fine particles: daily,ug/m3,,35,35,18
27-137-7001,Virginia (7001),Yes,2015,47.523355,-92.536305,Fine particles: daily,ug/m3,,35,35,18
27-137-7001,Virginia (7001),Yes,2022,47.523355,-92.536305,Sulfur dioxide: 1-hour,PPB,,75,,18
27-137-7550,Duluth (7550),Yes,2002,46.81826,-92.08936,Fine particles: daily,ug/m3,,35,35,18
27-137-7550,Duluth (7550),Yes,2003,46.81826,-92.08936,Fine particles: daily,ug/m3,,35,35,18
27-137-7550,Duluth (7550),Yes,2004,46.81826,-92.08936,Fine particles: daily,ug/m3,,35,35,18
27-137-7550,Duluth (7550),Yes,2013,46.81826,-92.08936,Fine particles: daily,ug/m3,,35,35,18
27-137-7550,Duluth (7550),Yes,2014,46.81826,-92.08936,Fine particles: daily,ug/m3,,35,35,18
27-137-7554,Duluth (7554),Yes,2021,46.74365715,-92.16599754,Fine particles: daily,ug/m3,,35,35,18
27-139-0505,Shakopee (0505),Yes,2022,44.791437,-93.512534,Fine particles: daily,ug/m3,,35,35,18
27-145-3052,St. Cloud (3052),Yes,2022,45.549839,-94.13345,PM2.5: daily background for modeling-  smoke/dust removed,ug/m3,,35,35,18
27-163-0436,St. Paul Park (0436),Yes,2004,44.84737,-92.9954,Sulfur dioxide: 1-hour,PPB,,75,,18
27-163-0436,St. Paul Park (0436),Yes,2009,44.84737,-92.9954,Sulfur dioxide: 1-hour,PPB,,75,,18
27-163-0436,St. Paul Park (0436),Yes,2005,44.84737,-92.9954,Sulfur dioxide: 3-hour,PPB,,,500,18
27-171-3201,St. Michael (3201),Yes,2016,45.20916,-93.66921,Fine particles: daily,ug/m3,,35,35,18
27-171-3201,St. Michael (3201),Yes,2019,45.20916,-93.66921,Fine particles: daily,ug/m3,,35,35,18
27-171-3201,St. Michael (3201),Yes,2020,45.20916,-93.66921,Fine particles: daily,ug/m3,,35,35,18
27-171-3201,St. Michael (3201),Yes,2022,45.20916,-93.66921,PM2.5: daily background for modeling-  smoke/dust removed,ug/m3,,35,35,18
38-017-1004,"Fargo, ND (1004)",Yes,2021,46.933754,-96.85535,PM2.5: daily background for modeling-  smoke/dust removed,ug/m3,,35,35,18
27-139-0505,Shakopee (0505),Yes,2021,44.791437,-93.512534,PM2.5: daily background for modeling-  smoke/dust removed,ug/m3,,35,35,18.2
27-163-0436,St. Paul Park (0436),Yes,2004,44.84737,-92.9954,Sulfur dioxide: 3-hour,PPB,,,500,18.3
27-003-1002,Blaine (1002),Yes,2021,45.13767954,-93.20761498,PM2.5: daily background for modeling-  smoke/dust removed,ug/m3,,35,35,18.4
27-145-3052,St. Cloud (3052),Yes,2021,45.549839,-94.13345,PM2.5: daily background for modeling-  smoke/dust removed,ug/m3,,35,35,18.5
27-171-3201,St. Michael (3201),Yes,2021,45.20916,-93.66921,PM2.5: daily background for modeling-  smoke/dust removed,ug/m3,,35,35,18.7
27-003-1002,Blaine (1002),Yes,2016,45.13767954,-93.20761498,Fine particles: daily,ug/m3,,35,35,19
27-017-7417,Cloquet (7417),Yes,2023,46.713694,-92.511722,Fine particles: daily,ug/m3,,35,35,19
27-035-3204,Brainerd (3204),Yes,2021,46.39674,-94.1303,Fine particles: daily,ug/m3,,35,35,19
27-035-3204,Brainerd (3204),Yes,2022,46.39674,-94.1303,Fine particles: daily,ug/m3,,35,35,19
27-037-0020,FHR- Rosemount (0020),Yes,2011,44.76323,-93.03255,Sulfur dioxide: 1-hour,PPB,,75,,19
27-037-0020,FHR- Rosemount (0020),Yes,2005,44.76323,-93.03255,Sulfur dioxide: 3-hour,PPB,,,500,19
27-037-0470,Apple Valley (0470),Yes,2015,44.73846,-93.23725,Fine particles: daily,ug/m3,,35,35,19
27-037-0470,Apple Valley (0470),Yes,2019,44.73846,-93.23725,Fine particles: daily,ug/m3,,35,35,19
27-037-0470,Apple Valley (0470),Yes,2020,44.73846,-93.23725,Fine particles: daily,ug/m3,,35,35,19
27-037-0470,Apple Valley (0470),Yes,2022,44.73846,-93.23725,Fine particles: daily,ug/m3,,35,35,19
27-053-0957,Minneapolis (0957),Yes,2002,45.021076,-93.28217,Nitrogen dioxide: annual,PPB,,53,53,19
27-053-0962,Minneapolis (0962),Yes,2018,44.965242,-93.254759,Fine particles: daily,ug/m3,,35,35,19
27-053-0963,Minneapolis (0963),Yes,2015,44.95366,-93.25821,Fine particles: daily,ug/m3,,35,35,19
27-053-2006,St. Louis Park (2006),Yes,2016,44.94805,-93.34315,Fine particles: daily,ug/m3,,35,35,19
27-083-4210,Marshall (4210),Yes,2014,44.4438,-95.81789,Fine particles: daily,ug/m3,,35,35,19
27-095-3051,Mille Lacs Band (3051),Yes,2004,46.2053,-93.75945,Fine particles: daily,ug/m3,,35,35,19
27-109-5008,Rochester (5008),Yes,2015,43.996908,-92.450366,Fine particles: daily,ug/m3,,35,35,19
27-109-5008,Rochester (5008),Yes,2019,43.996908,-92.450366,Fine particles: daily,ug/m3,,35,35,19
27-109-5008,Rochester (5008),Yes,2020,43.996908,-92.450366,Fine particles: daily,ug/m3,,35,35,19
27-109-5008,Rochester (5008),Yes,2021,43.996908,-92.450366,Fine particles: daily,ug/m3,,35,35,19
27-109-5008,Rochester (5008),Yes,2022,43.996908,-92.450366,Fine particles: daily,ug/m3,,35,35,19
27-123-0868,St. Paul (0868),Yes,2017,44.95072,-93.09827,Fine particles: daily,ug/m3,,35,35,19
27-123-0871,St. Paul (0871),Yes,2017,44.95939,-93.03587,Fine particles: daily,ug/m3,,35,35,19
27-137-7001,Virginia (7001),Yes,2007,47.523355,-92.536305,Fine particles: daily,ug/m3,,35,35,19
27-137-7001,Virginia (7001),Yes,2022,47.523355,-92.536305,Fine particles: daily,ug/m3,,35,35,19
27-137-7550,Duluth (7550),Yes,2005,46.81826,-92.08936,Fine particles: daily,ug/m3,,35,35,19
27-137-7550,Duluth (7550),Yes,2006,46.81826,-92.08936,Fine particles: daily,ug/m3,,35,35,19
27-137-7550,Duluth (7550),Yes,2011,46.81826,-92.08936,Fine particles: daily,ug/m3,,35,35,19
27-139-0505,Shakopee (0505),Yes,2015,44.791437,-93.512534,Fine particles: daily,ug/m3,,35,35,19
27-139-0505,Shakopee (0505),Yes,2021,44.791437,-93.512534,Fine particles: daily,ug/m3,,35,35,19
27-145-3052,St. Cloud (3052),Yes,2015,45.549839,-94.13345,Fine particles: daily,ug/m3,,35,35,19
27-171-3201,St. Michael (3201),Yes,2015,45.20916,-93.66921,Fine particles: daily,ug/m3,,35,35,19
55-063-0012,"La Crosse, WI (0012)",Yes,2022,43.7775,-91.2269,PM2.5: daily background for modeling-  smoke/dust removed,ug/m3,,35,35,19
27-037-0480,Lakeville (0480),Yes,2021,44.706123,-93.285803,PM2.5: daily background for modeling-  smoke/dust removed,ug/m3,,35,35,19.2
27-037-0470,Apple Valley (0470),Yes,2021,44.73846,-93.23725,PM2.5: daily background for modeling-  smoke/dust removed,ug/m3,,35,35,19.7
27-003-1002,Blaine (1002),Yes,2015,45.13767954,-93.20761498,Fine particles: daily,ug/m3,,35,35,20
27-003-1002,Blaine (1002),Yes,2018,45.13767954,-93.20761498,Fine particles: daily,ug/m3,,35,35,20
27-003-1002,Blaine (1002),Yes,2019,45.13767954,-93.20761498,Fine particles: daily,ug/m3,,35,35,20
27-003-1002,Blaine (1002),Yes,2020,45.13767954,-93.20761498,Fine particles: daily,ug/m3,,35,35,20
27-003-1002,Blaine (1002),Yes,2022,45.13767954,-93.20761498,Fine particles: daily,ug/m3,,35,35,20
27-021-0001,Leech Lake Nation: Chatfield (0001),Yes,2006,47.159942,-94.150987,Fine particles: daily,ug/m3,,35,35,20
27-037-0020,FHR- Rosemount (0020),Yes,2009,44.76323,-93.03255,Sulfur dioxide: 1-hour,PPB,,75,,20
27-037-0020,FHR- Rosemount (0020),Yes,2010,44.76323,-93.03255,Sulfur dioxide: 1-hour,PPB,,75,,20
27-037-0480,Lakeville (0480),Yes,2022,44.706123,-93.285803,Fine particles: daily,ug/m3,,35,35,20
27-053-0962,Minneapolis (0962),Yes,2019,44.965242,-93.254759,Fine particles: daily,ug/m3,,35,35,20
27-053-0962,Minneapolis (0962),Yes,2022,44.965242,-93.254759,PM2.5: daily background for modeling-  smoke/dust removed,ug/m3,,35,35,20
27-053-0963,Minneapolis (0963),Yes,2018,44.95366,-93.25821,Fine particles: daily,ug/m3,,35,35,20
27-053-0963,Minneapolis (0963),Yes,2022,44.95366,-93.25821,PM2.5: daily background for modeling-  smoke/dust removed,ug/m3,,35,35,20
27-053-2006,St. Louis Park (2006),Yes,2015,44.94805,-93.34315,Fine particles: daily,ug/m3,,35,35,20
27-053-2006,St. Louis Park (2006),Yes,2019,44.94805,-93.34315,Fine particles: daily,ug/m3,,35,35,20
27-083-4210,Marshall (4210),Yes,2015,44.4438,-95.81789,Fine particles: daily,ug/m3,,35,35,20
27-109-5008,Rochester (5008),Yes,2014,43.996908,-92.450366,Fine particles: daily,ug/m3,,35,35,20
27-123-0871,St. Paul (0871),Yes,2014,44.95939,-93.03587,Fine particles: daily,ug/m3,,35,35,20
27-123-0871,St. Paul (0871),Yes,2015,44.95939,-93.03587,Fine particles: daily,ug/m3,,35,35,20
27-123-0871,St. Paul (0871),Yes,2016,44.95939,-93.03587,Fine particles: daily,ug/m3,,35,35,20
27-123-0871,St. Paul (0871),Yes,2018,44.95939,-93.03587,Fine particles: daily,ug/m3,,35,35,20
27-137-7001,Virginia (7001),Yes,2002,47.523355,-92.536305,Fine particles: daily,ug/m3,,35,35,20
27-137-7001,Virginia (7001),Yes,2003,47.523355,-92.536305,Fine particles: daily,ug/m3,,35,35,20
27-137-7001,Virginia (7001),Yes,2004,47.523355,-92.536305,Fine particles: daily,ug/m3,,35,35,20
27-137-7001,Virginia (7001),Yes,2006,47.523355,-92.536305,Fine particles: daily,ug/m3,,35,35,20
27-137-7001,Virginia (7001),Yes,2021,47.523355,-92.536305,Fine particles: daily,ug/m3,,35,35,20
27-137-7550,Duluth (7550),Yes,2007,46.81826,-92.08936,Fine particles: daily,ug/m3,,35,35,20
27-137-7550,Duluth (7550),Yes,2008,46.81826,-92.08936,Fine particles: daily,ug/m3,,35,35,20
27-137-7550,Duluth (7550),Yes,2023,46.81826,-92.08936,Fine particles: daily,ug/m3,,35,35,20
27-137-7551-1,Duluth (7551-1),Yes,2000,46.76643,-92.13354,PM10: daily background for modeling,ug/m3,Note: The PM10 daily background concentration is not an official NAAQS or MAAQS standard.,150,150,20
27-145-3052,St. Cloud (3052),Yes,2008,45.549839,-94.13345,Fine particles: daily,ug/m3,,35,35,20
27-145-3052,St. Cloud (3052),Yes,2014,45.549839,-94.13345,Fine particles: daily,ug/m3,,35,35,20
27-163-0436,St. Paul Park (0436),Yes,2005,44.84737,-92.9954,Sulfur dioxide: 1-hour,PPB,,75,,20
27-163-0436,St. Paul Park (0436),Yes,2008,44.84737,-92.9954,Sulfur dioxide: 1-hour,PPB,,75,,20
27-171-3201,St. Michael (3201),Yes,2022,45.20916,-93.66921,Fine particles: daily,ug/m3,,35,35,20
55-063-0012,"La Crosse, WI (0012)",Yes,2021,43.7775,-91.2269,PM2.5: daily background for modeling-  smoke/dust removed,ug/m3,,35,35,20
27-037-0020,FHR- Rosemount (0020),Yes,2007,44.76323,-93.03255,Sulfur dioxide: 3-hour,PPB,,,500,20.3
27-123-0871,St. Paul (0871),Yes,2021,44.95939,-93.03587,PM2.5: daily background for modeling-  smoke/dust removed,ug/m3,,35,35,20.4
27-053-0962,Minneapolis (0962),Yes,2021,44.965242,-93.254759,PM2.5: daily background for modeling-  smoke/dust removed,ug/m3,,35,35,20.9
27-003-1002,Blaine (1002),Yes,2014,45.13767954,-93.20761498,Fine particles: daily,ug/m3,,35,35,21
27-003-1002,Blaine (1002),Yes,2021,45.13767954,-93.20761498,Fine particles: daily,ug/m3,,35,35,21
27-003-1002,Blaine (1002),Yes,2007,45.13767954,-93.20761498,Sulfur dioxide: 1-hour,PPB,,75,,21
27-037-0470,Apple Valley (0470),Yes,2014,44.73846,-93.23725,Fine particles: daily,ug/m3,,35,35,21
27-037-0470,Apple Valley (0470),Yes,2021,44.73846,-93.23725,Fine particles: daily,ug/m3,,35,35,21
27-037-0480,Lakeville (0480),Yes,2021,44.706123,-93.285803,Fine particles: daily,ug/m3,,35,35,21
27-053-0957,Minneapolis (0957),Yes,2001,45.021076,-93.28217,Nitrogen dioxide: annual,PPB,,53,53,21
27-053-0962,Minneapolis (0962),Yes,2016,44.965242,-93.254759,Fine particles: daily,ug/m3,,35,35,21
27-053-0962,Minneapolis (0962),Yes,2020,44.965242,-93.254759,Fine particles: daily,ug/m3,,35,35,21
27-053-0963,Minneapolis (0963),Yes,2019,44.95366,-93.25821,Fine particles: daily,ug/m3,,35,35,21
27-075-0005,Boundary Waters (0005),Yes,2023,47.948622,-91.495574,Fine particles: daily,ug/m3,,35,35,21
27-123-0868,St. Paul (0868),Yes,2018,44.95072,-93.09827,Fine particles: daily,ug/m3,,35,35,21
27-123-0871,St. Paul (0871),Yes,2019,44.95939,-93.03587,Fine particles: daily,ug/m3,,35,35,21
27-123-0871,St. Paul (0871),Yes,2020,44.95939,-93.03587,Fine particles: daily,ug/m3,,35,35,21
27-123-0871,St. Paul (0871),Yes,2022,44.95939,-93.03587,Fine particles: daily,ug/m3,,35,35,21
27-123-0871,St. Paul (0871),Yes,2022,44.95939,-93.03587,PM2.5: daily background for modeling-  smoke/dust removed,ug/m3,,35,35,21
27-137-7550,Duluth (7550),Yes,2010,46.81826,-92.08936,Fine particles: daily,ug/m3,,35,35,21
27-137-7551,Duluth (7551),Yes,2011,46.76643,-92.13354,Fine particles: daily,ug/m3,,35,35,21
27-137-7554,Duluth (7554),Yes,2023,46.74365715,-92.16599754,Fine particles: daily,ug/m3,,35,35,21
27-145-3052,St. Cloud (3052),Yes,2007,45.549839,-94.13345,Fine particles: daily,ug/m3,,35,35,21
27-145-3052,St. Cloud (3052),Yes,2021,45.549839,-94.13345,Fine particles: daily,ug/m3,,35,35,21
27-163-0436,St. Paul Park (0436),Yes,2006,44.84737,-92.9954,Sulfur dioxide: 1-hour,PPB,,75,,21
27-163-0436,St. Paul Park (0436),Yes,2007,44.84737,-92.9954,Sulfur dioxide: 1-hour,PPB,,75,,21
27-171-3201,St. Michael (3201),Yes,2021,45.20916,-93.66921,Fine particles: daily,ug/m3,,35,35,21
38-017-1004,"Fargo, ND (1004)",Yes,2022,46.933754,-96.85535,PM2.5: daily background for modeling-  smoke/dust removed,ug/m3,,35,35,21
27-037-0020,FHR- Rosemount (0020),Yes,2020,44.76323,-93.03255,Sulfur dioxide: 3-hour,PPB,,,500,21.1
27-003-1002,Blaine (1002),Yes,2007,45.13767954,-93.20761498,Sulfur dioxide: 3-hour,PPB,,,500,21.3
27-037-0442,Rosemount (0442),Yes,2013,44.73857,-93.00496,Sulfur dioxide: 3-hour,PPB,,,500,21.3
27-053-0963,Minneapolis (0963),Yes,2021,44.95366,-93.25821,PM2.5: daily background for modeling-  smoke/dust removed,ug/m3,,35,35,21.5
27-003-1002,Blaine (1002),Yes,2013,45.13767954,-93.20761498,Fine particles: daily,ug/m3,,35,35,22
27-003-1002,Blaine (1002),Yes,2006,45.13767954,-93.20761498,Sulfur dioxide: 1-hour,PPB,,75,,22
27-037-0441,Rosemount (0441),Yes,2002,44.7468,-93.02611,Sulfur dioxide: 1-hour,PPB,,75,,22
27-037-0470,Apple Valley (0470),Yes,2013,44.73846,-93.23725,Fine particles: daily,ug/m3,,35,35,22
27-053-0957,Minneapolis (0957),Yes,2000,45.021076,-93.28217,Nitrogen dioxide: annual,PPB,,53,53,22
27-053-0962,Minneapolis (0962),Yes,2022,44.965242,-93.254759,Fine particles: daily,ug/m3,,35,35,22
27-053-0963,Minneapolis (0963),Yes,2014,44.95366,-93.25821,Fine particles: daily,ug/m3,,35,35,22
27-053-0963,Minneapolis (0963),Yes,2020,44.95366,-93.25821,Fine particles: daily,ug/m3,,35,35,22
27-053-0963,Minneapolis (0963),Yes,2022,44.95366,-93.25821,Fine particles: daily,ug/m3,,35,35,22
27-083-4210,Marshall (4210),Yes,2021,44.4438,-95.81789,Fine particles: daily,ug/m3,,35,35,22
27-083-4210,Marshall (4210),Yes,2022,44.4438,-95.81789,Fine particles: daily,ug/m3,,35,35,22
27-095-3051,Mille Lacs Band (3051),Yes,2003,46.2053,-93.75945,Fine particles: daily,ug/m3,,35,35,22
27-095-3051,Mille Lacs Band (3051),Yes,2005,46.2053,-93.75945,Fine particles: daily,ug/m3,,35,35,22
27-095-3051,Mille Lacs Band (3051),Yes,2006,46.2053,-93.75945,Fine particles: daily,ug/m3,,35,35,22
27-095-3051,Mille Lacs Band (3051),Yes,2007,46.2053,-93.75945,Fine particles: daily,ug/m3,,35,35,22
27-109-5008,Rochester (5008),Yes,2013,43.996908,-92.450366,Fine particles: daily,ug/m3,,35,35,22
27-123-0868,St. Paul (0868),Yes,2016,44.95072,-93.09827,Fine particles: daily,ug/m3,,35,35,22
27-123-0868,St. Paul (0868),Yes,2019,44.95072,-93.09827,Fine particles: daily,ug/m3,,35,35,22
27-123-0871,St. Paul (0871),Yes,2013,44.95939,-93.03587,Fine particles: daily,ug/m3,,35,35,22
27-137-7550,Duluth (7550),Yes,2009,46.81826,-92.08936,Fine particles: daily,ug/m3,,35,35,22
27-137-7551,Duluth (7551),Yes,2004,46.76643,-92.13354,Fine particles: daily,ug/m3,,35,35,22
27-137-7551,Duluth (7551),Yes,2010,46.76643,-92.13354,Fine particles: daily,ug/m3,,35,35,22
27-139-0505,Shakopee (0505),Yes,2013,44.791437,-93.512534,Fine particles: daily,ug/m3,,35,35,22
27-139-0505,Shakopee (0505),Yes,2014,44.791437,-93.512534,Fine particles: daily,ug/m3,,35,35,22
27-145-3052,St. Cloud (3052),Yes,2013,45.549839,-94.13345,Fine particles: daily,ug/m3,,35,35,22
27-037-0020,FHR- Rosemount (0020),Yes,2004,44.76323,-93.03255,Sulfur dioxide: 3-hour,PPB,,,500,22.3
27-123-0864,Falcon Heights (0864),Yes,2001,44.99190958,-93.18327845,Sulfur dioxide: 3-hour,PPB,,,500,22.7
27-003-1002,Blaine (1002),Yes,2012,45.13767954,-93.20761498,Fine particles: daily,ug/m3,,35,35,23
27-003-1002,Blaine (1002),Yes,2005,45.13767954,-93.20761498,Sulfur dioxide: 3-hour,PPB,,,500,23
27-037-0470,Apple Valley (0470),Yes,2008,44.73846,-93.23725,Fine particles: daily,ug/m3,,35,35,23
27-053-0961,Richfield (0961),Yes,2008,44.87551,-93.25892,Fine particles: daily,ug/m3,,35,35,23
27-053-0962,Minneapolis (0962),Yes,2021,44.965242,-93.254759,Fine particles: daily,ug/m3,,35,35,23
27-053-0963,Minneapolis (0963),Yes,2008,44.95366,-93.25821,Fine particles: daily,ug/m3,,35,35,23
27-053-0963,Minneapolis (0963),Yes,2013,44.95366,-93.25821,Fine particles: daily,ug/m3,,35,35,23
27-053-0963,Minneapolis (0963),Yes,2021,44.95366,-93.25821,Fine particles: daily,ug/m3,,35,35,23
27-053-2006,St. Louis Park (2006),Yes,2013,44.94805,-93.34315,Fine particles: daily,ug/m3,,35,35,23
27-053-2006,St. Louis Park (2006),Yes,2014,44.94805,-93.34315,Fine particles: daily,ug/m3,,35,35,23
27-123-0864,Falcon Heights (0864),Yes,2002,44.99190958,-93.18327845,Sulfur dioxide: 1-hour,PPB,,75,,23
27-123-0868,St. Paul (0868),Yes,2015,44.95072,-93.09827,Fine particles: daily,ug/m3,,35,35,23
27-123-0871,St. Paul (0871),Yes,2021,44.95939,-93.03587,Fine particles: daily,ug/m3,,35,35,23
27-137-7551,Duluth (7551),Yes,2003,46.76643,-92.13354,Fine particles: daily,ug/m3,,35,35,23
27-137-7551,Duluth (7551),Yes,2005,46.76643,-92.13354,Fine particles: daily,ug/m3,,35,35,23
27-137-7551,Duluth (7551),Yes,2008,46.76643,-92.13354,Fine particles: daily,ug/m3,,35,35,23
27-139-0505,Shakopee (0505),Yes,2008,44.791437,-93.512534,Fine particles: daily,ug/m3,,35,35,23
27-163-0436,St. Paul Park (0436),Yes,2003,44.84737,-92.9954,Sulfur dioxide: 1-hour,PPB,,75,,23
27-005-2013,Detroit Lakes (2013),Yes,2022,46.851811,-95.846272,Fine particles: daily,ug/m3,,35,35,24
27-007-2304,Red Lake (2304),Yes,2022,47.878159,-95.029172,Fine particles: daily,ug/m3,,35,35,24
27-035-3204,Brainerd (3204),Yes,2023,46.39674,-94.1303,Fine particles: daily,ug/m3,,35,35,24
27-037-0423,FHR- Inver Grove Heights (0423),Yes,2017,44.77553,-93.06299,Nitrogen dioxide: 1-hour,PPB,,100,,24
27-037-0423,FHR- Inver Grove Heights (0423),Yes,2021,44.77553,-93.06299,Nitrogen dioxide: 1-hour,PPB,,100,,24
